date,tournament,surface,Round,winner,winner_rank_at_match,loser,loser_rank_at_match,score,source_player
25-Aug-2025,US Open,Hard,R64,Alexander Zverev,3,Jacob Fearnley,60.0,6-4 6-4 6-4,Alexander Zverev
25-Aug-2025,US Open,Hard,R128,Alexander Zverev,3,Alejandro Tabilo,122.0,6-2 7-6(4) 6-4,Alexander Zverev
7-Aug-2025,Cincinnati Masters,Hard,SF,Carlos Alcaraz,2.0,Alexander Zverev,3,6-4 6-3,Alexander Zverev
7-Aug-2025,Cincinnati Masters,Hard,QF,Alexander Zverev,3,Ben Shelton,6.0,6-2 6-2,Alexander Zverev
7-Aug-2025,Cincinnati Masters,Hard,R16,Alexander Zverev,3,Karen Khachanov,12.0,7-5 3-0 RET,Alexander Zverev
7-Aug-2025,Cincinnati Masters,Hard,R32,Alexander Zverev,3,Brandon Nakashima,31.0,6-4 6-4,Alexander Zverev
7-Aug-2025,Cincinnati Masters,Hard,R64,Alexander Zverev,3,Nishesh Basavareddy,109.0,6-3 6-3,Alexander Zverev
27-Jul-2025,Canada Masters,Hard,SF,Karen Khachanov,16.0,Alexander Zverev,3,6-3 4-6 7-6(4),Alexander Zverev
27-Jul-2025,Canada Masters,Hard,QF,Alexander Zverev,3,Alexei Popyrin,26.0,6-7(8) 6-4 6-3,Alexander Zverev
27-Jul-2025,Canada Masters,Hard,R16,Alexander Zverev,3,Francisco Cerundolo,24.0,6-4 1-0 RET,Alexander Zverev
27-Jul-2025,Canada Masters,Hard,R32,Alexander Zverev,3,Matteo Arnaldi,41.0,6-7(5) 6-3 6-2,Alexander Zverev
27-Jul-2025,Canada Masters,Hard,R64,Alexander Zverev,3,Adam Walton,88.0,7-6(6) 6-4,Alexander Zverev
30-Jun-2025,Wimbledon,Grass,R128,Arthur Rinderknech,72.0,Alexander Zverev,3,7-6(3) 6-7(8) 6-3 6-7(5) 6-4,Alexander Zverev
16-Jun-2025,Halle,Grass,SF,Daniil Medvedev,11.0,Alexander Zverev,3,7-6(3) 6-7(1) 6-4,Alexander Zverev
16-Jun-2025,Halle,Grass,QF,Alexander Zverev,3,Flavio Cobolli,24.0,6-4 7-6(6),Alexander Zverev
16-Jun-2025,Halle,Grass,R16,Alexander Zverev,3,Lorenzo Sonego,46.0,3-6 6-4 7-6(2),Alexander Zverev
16-Jun-2025,Halle,Grass,R32,Alexander Zverev,3,Marcos Giron,43.0,6-2 6-1,Alexander Zverev
9-Jun-2025,Stuttgart,Grass,F,Taylor Fritz,7.0,Alexander Zverev,3,6-3 7-6(0),Alexander Zverev
9-Jun-2025,Stuttgart,Grass,SF,Alexander Zverev,3,Ben Shelton,12.0,7-6(8) 7-6(1),Alexander Zverev
9-Jun-2025,Stuttgart,Grass,QF,Alexander Zverev,3,Brandon Nakashima,31.0,7-5 6-4,Alexander Zverev
9-Jun-2025,Stuttgart,Grass,R16,Alexander Zverev,3,Corentin Moutet,91.0,6-2 7-6(7),Alexander Zverev
26-May-2025,Roland Garros,Clay,QF,Novak Djokovic,6.0,Alexander Zverev,3,4-6 6-3 6-2 6-4,Alexander Zverev
26-May-2025,Roland Garros,Clay,R16,Alexander Zverev,3,Tallon Griekspoor,35.0,6-4 3-0 RET,Alexander Zverev
26-May-2025,Roland Garros,Clay,R32,Alexander Zverev,3,Flavio Cobolli,26.0,6-2 7-6(4) 6-1,Alexander Zverev
26-May-2025,Roland Garros,Clay,R64,Alexander Zverev,3,Jesper De Jong,88.0,3-6 6-1 6-2 6-3,Alexander Zverev
26-May-2025,Roland Garros,Clay,R128,Alexander Zverev,3,Learner Tien,67.0,6-3 6-3 6-4,Alexander Zverev
18-May-2025,Hamburg,Clay,R16,Alexandre Muller,40.0,Alexander Zverev,3,6-3 4-6 7-6(5),Alexander Zverev
18-May-2025,Hamburg,Clay,R32,Alexander Zverev,3,Aleksandar Kovacevic,80.0,6-1 7-6(5),Alexander Zverev
7-May-2025,Rome Masters,Clay,QF,Lorenzo Musetti,9.0,Alexander Zverev,2,7-6(1) 6-4,Alexander Zverev
7-May-2025,Rome Masters,Clay,R16,Alexander Zverev,2,Arthur Fils,14.0,7-6(3) 6-1,Alexander Zverev
7-May-2025,Rome Masters,Clay,R32,Alexander Zverev,2,Vilius Gaubas,154.0,6-4 6-0,Alexander Zverev
7-May-2025,Rome Masters,Clay,R64,Alexander Zverev,2,Camilo Ugo Carabelli,60.0,6-2 6-1,Alexander Zverev
23-Apr-2025,Madrid Masters,Clay,R16,Francisco Cerundolo,21.0,Alexander Zverev,2,7-5 6-3,Alexander Zverev
23-Apr-2025,Madrid Masters,Clay,R32,Alexander Zverev,2,Alejandro Davidovich Fokina,29.0,2-6 7-6(3) 7-6(0),Alexander Zverev
23-Apr-2025,Madrid Masters,Clay,R64,Alexander Zverev,2,Roberto Bautista Agut,55.0,6-2 6-2,Alexander Zverev
14-Apr-2025,Munich,Clay,F,Alexander Zverev,3,Ben Shelton,15.0,6-2 6-4,Alexander Zverev
14-Apr-2025,Munich,Clay,SF,Alexander Zverev,3,Fabian Marozsan,77.0,7-6(3) 6-3,Alexander Zverev
14-Apr-2025,Munich,Clay,QF,Alexander Zverev,3,Tallon Griekspoor,37.0,6-7(6) 7-6(3) 6-4,Alexander Zverev
14-Apr-2025,Munich,Clay,R16,Alexander Zverev,3,Daniel Altmaier,68.0,6-3 6-2,Alexander Zverev
14-Apr-2025,Munich,Clay,R32,Alexander Zverev,3,Alexandre Muller,40.0,6-4 6-1,Alexander Zverev
4-Mar-2026,Indian Wells Masters,Hard,R16,Jack Draper,14.0,Novak Djokovic,3,4-6 6-4 7-6(5),Novak Djokovic
4-Mar-2026,Indian Wells Masters,Hard,R32,Novak Djokovic,3,Aleksandar Kovacevic,72.0,6-4 1-6 6-4,Novak Djokovic
4-Mar-2026,Indian Wells Masters,Hard,R64,Novak Djokovic,3,Kamil Majchrzak,57.0,4-6 6-1 6-2,Novak Djokovic
19-Jan-2026,Australian Open,Hard,F,Carlos Alcaraz,1.0,Novak Djokovic,4,2-6 6-2 6-3 7-5,Novak Djokovic
19-Jan-2026,Australian Open,Hard,SF,Novak Djokovic,4,Jannik Sinner,2.0,3-6 6-3 4-6 6-4 6-4,Novak Djokovic
19-Jan-2026,Australian Open,Hard,QF,Novak Djokovic,4,Lorenzo Musetti,5.0,4-6 3-6 3-1 RET,Novak Djokovic
19-Jan-2026,Australian Open,Hard,R16,Novak Djokovic,4,Jakub Mensik,17.0,W/O,Novak Djokovic
19-Jan-2026,Australian Open,Hard,R32,Novak Djokovic,4,Botic Van De Zandschulp,75.0,6-3 6-4 7-6(4),Novak Djokovic
19-Jan-2026,Australian Open,Hard,R64,Novak Djokovic,4,Francesco Maestrelli,141.0,6-3 6-2 6-2,Novak Djokovic
19-Jan-2026,Australian Open,Hard,R128,Novak Djokovic,4,Pedro Martinez,71.0,6-3 6-2 6-2,Novak Djokovic
2-Nov-2025,Athens,Hard,F,Novak Djokovic,5,Lorenzo Musetti,9.0,4-6 6-3 7-5,Novak Djokovic
2-Nov-2025,Athens,Hard,SF,Novak Djokovic,5,Yannick Hanfmann,117.0,6-3 6-4,Novak Djokovic
2-Nov-2025,Athens,Hard,QF,Novak Djokovic,5,Nuno Borges,47.0,7-6(1) 6-4,Novak Djokovic
2-Nov-2025,Athens,Hard,R16,Novak Djokovic,5,Alejandro Tabilo,89.0,7-6(3) 6-1,Novak Djokovic
1-Oct-2025,Shanghai Masters,Hard,SF,Valentin Vacherot,204.0,Novak Djokovic,5,6-3 6-4,Novak Djokovic
1-Oct-2025,Shanghai Masters,Hard,QF,Novak Djokovic,5,Zizou Bergs,44.0,6-3 7-5,Novak Djokovic
1-Oct-2025,Shanghai Masters,Hard,R16,Novak Djokovic,5,Jaume Munar,41.0,6-3 5-7 6-2,Novak Djokovic
1-Oct-2025,Shanghai Masters,Hard,R32,Novak Djokovic,5,Yannick Hanfmann,150.0,4-6 7-5 6-3,Novak Djokovic
1-Oct-2025,Shanghai Masters,Hard,R64,Novak Djokovic,5,Marin Cilic,94.0,7-6(2) 6-4,Novak Djokovic
25-Aug-2025,US Open,Hard,SF,Carlos Alcaraz,2.0,Novak Djokovic,7,6-4 7-6(4) 6-2,Novak Djokovic
25-Aug-2025,US Open,Hard,QF,Novak Djokovic,7,Taylor Fritz,4.0,6-3 7-5 3-6 6-4,Novak Djokovic
25-Aug-2025,US Open,Hard,R16,Novak Djokovic,7,Jan Lennard Struff,144.0,6-3 6-3 6-2,Novak Djokovic
25-Aug-2025,US Open,Hard,R32,Novak Djokovic,7,Cameron Norrie,35.0,6-4 6-7(4) 6-2 6-3,Novak Djokovic
25-Aug-2025,US Open,Hard,R64,Novak Djokovic,7,Zachary Svajda,145.0,6-7(5) 6-3 6-3 6-1,Novak Djokovic
25-Aug-2025,US Open,Hard,R128,Novak Djokovic,7,Learner Tien,50.0,6-1 7-6(3) 6-2,Novak Djokovic
30-Jun-2025,Wimbledon,Grass,SF,Jannik Sinner,1.0,Novak Djokovic,6,6-3 6-3 6-4,Novak Djokovic
30-Jun-2025,Wimbledon,Grass,QF,Novak Djokovic,6,Flavio Cobolli,24.0,6-7(6) 6-2 7-5 6-4,Novak Djokovic
30-Jun-2025,Wimbledon,Grass,R16,Novak Djokovic,6,Alex De Minaur,11.0,1-6 6-4 6-4 6-4,Novak Djokovic
30-Jun-2025,Wimbledon,Grass,R32,Novak Djokovic,6,Miomir Kecmanovic,49.0,6-3 6-0 6-4,Novak Djokovic
30-Jun-2025,Wimbledon,Grass,R64,Novak Djokovic,6,Daniel Evans,154.0,6-3 6-2 6-0,Novak Djokovic
30-Jun-2025,Wimbledon,Grass,R128,Novak Djokovic,6,Alexandre Muller,41.0,6-1 6-7(7) 6-2 6-2,Novak Djokovic
26-May-2025,Roland Garros,Clay,SF,Jannik Sinner,1.0,Novak Djokovic,6,6-4 7-5 7-6(3),Novak Djokovic
26-May-2025,Roland Garros,Clay,QF,Novak Djokovic,6,Alexander Zverev,3.0,4-6 6-3 6-2 6-4,Novak Djokovic
26-May-2025,Roland Garros,Clay,R16,Novak Djokovic,6,Cameron Norrie,81.0,6-2 6-3 6-2,Novak Djokovic
26-May-2025,Roland Garros,Clay,R32,Novak Djokovic,6,Filip Misolic,153.0,6-3 6-4 6-2,Novak Djokovic
26-May-2025,Roland Garros,Clay,R64,Novak Djokovic,6,Corentin Moutet,73.0,6-3 6-2 7-6(1),Novak Djokovic
26-May-2025,Roland Garros,Clay,R128,Novak Djokovic,6,Mackenzie Mcdonald,98.0,6-3 6-3 6-3,Novak Djokovic
18-May-2025,Geneva,Clay,F,Novak Djokovic,6,Hubert Hurkacz,31.0,5-7 7-6(2) 7-6(2),Novak Djokovic
18-May-2025,Geneva,Clay,SF,Novak Djokovic,6,Cameron Norrie,90.0,6-4 6-7(6) 6-1,Novak Djokovic
18-May-2025,Geneva,Clay,QF,Novak Djokovic,6,Matteo Arnaldi,39.0,6-4 6-4,Novak Djokovic
18-May-2025,Geneva,Clay,R16,Novak Djokovic,6,Marton Fucsovics,134.0,6-2 6-3,Novak Djokovic
23-Apr-2025,Madrid Masters,Clay,R64,Matteo Arnaldi,44.0,Novak Djokovic,5,6-3 6-4,Novak Djokovic
5-Apr-2026,Monte-Carlo,Clay,R32,Valentin Vacherot,23.0,Lorenzo Musetti,5,7-6(6) 7-5,Lorenzo Musetti
4-Mar-2026,Indian Wells Masters,Hard,R64,Marton Fucsovics,56.0,Lorenzo Musetti,5,7-5 6-1,Lorenzo Musetti
19-Jan-2026,Australian Open,Hard,QF,Novak Djokovic,4.0,Lorenzo Musetti,5,4-6 3-6 3-1 RET,Lorenzo Musetti
19-Jan-2026,Australian Open,Hard,R16,Lorenzo Musetti,5,Taylor Fritz,9.0,6-2 7-5 6-4,Lorenzo Musetti
19-Jan-2026,Australian Open,Hard,R32,Lorenzo Musetti,5,Tomas Machac,24.0,5-7 6-4 6-2 5-7 6-2,Lorenzo Musetti
19-Jan-2026,Australian Open,Hard,R64,Lorenzo Musetti,5,Lorenzo Sonego,40.0,6-3 6-3 6-4,Lorenzo Musetti
19-Jan-2026,Australian Open,Hard,R128,Lorenzo Musetti,5,Raphael Collignon,72.0,4-6 7-6(3) 7-5 3-2 RET,Lorenzo Musetti
5-Jan-2026,Hong Kong,Hard,F,Alexander Bublik,11.0,Lorenzo Musetti,7,7-6(2) 6-3,Lorenzo Musetti
5-Jan-2026,Hong Kong,Hard,SF,Lorenzo Musetti,7,Andrey Rublev,16.0,6-7(3) 7-5 6-4,Lorenzo Musetti
5-Jan-2026,Hong Kong,Hard,QF,Lorenzo Musetti,7,Coleman Wong,150.0,6-4 6-4,Lorenzo Musetti
5-Jan-2026,Hong Kong,Hard,R16,Lorenzo Musetti,7,Tomas Martin Etcheverry,57.0,6-7(3) 6-2 6-4,Lorenzo Musetti
9-Nov-2025,Tour Finals,Hard,RR,Carlos Alcaraz,1.0,Lorenzo Musetti,9,6-4 6-1,Lorenzo Musetti
9-Nov-2025,Tour Finals,Hard,RR,Taylor Fritz,6.0,Lorenzo Musetti,9,6-3 6-4,Lorenzo Musetti
9-Nov-2025,Tour Finals,Hard,RR,Lorenzo Musetti,9,Alex De Minaur,7.0,7-5 3-6 7-5,Lorenzo Musetti
2-Nov-2025,Athens,Hard,F,Novak Djokovic,5.0,Lorenzo Musetti,9,4-6 6-3 7-5,Lorenzo Musetti
2-Nov-2025,Athens,Hard,SF,Lorenzo Musetti,9,Sebastian Korda,52.0,6-0 5-7 7-5,Lorenzo Musetti
2-Nov-2025,Athens,Hard,QF,Lorenzo Musetti,9,Alexandre Muller,43.0,6-2 6-4,Lorenzo Musetti
2-Nov-2025,Athens,Hard,R16,Lorenzo Musetti,9,Stan Wawrinka,159.0,4-6 7-6(5) 6-4,Lorenzo Musetti
27-Oct-2025,Paris Masters,Hard,R32,Lorenzo Sonego,45.0,Lorenzo Musetti,8,3-6 6-3 6-1,Lorenzo Musetti
20-Oct-2025,Vienna,Hard,SF,Alexander Zverev,3.0,Lorenzo Musetti,8,6-4 7-5,Lorenzo Musetti
20-Oct-2025,Vienna,Hard,QF,Lorenzo Musetti,8,Corentin Moutet,36.0,6-3 6-4,Lorenzo Musetti
20-Oct-2025,Vienna,Hard,R16,Lorenzo Musetti,8,Tomas Martin Etcheverry,60.0,6-3 6-4,Lorenzo Musetti
20-Oct-2025,Vienna,Hard,R32,Lorenzo Musetti,8,Hamad Medjedovic,67.0,6-4 6-3,Lorenzo Musetti
13-Oct-2025,Brussels,Hard,QF,Giovanni Mpetshi Perricard,37.0,Lorenzo Musetti,8,6-4 7-6(8),Lorenzo Musetti
13-Oct-2025,Brussels,Hard,R16,Lorenzo Musetti,8,Yannick Hanfmann,139.0,7-6(3) 7-5,Lorenzo Musetti
1-Oct-2025,Shanghai Masters,Hard,R16,Felix Auger Aliassime,13.0,Lorenzo Musetti,9,6-4 6-2,Lorenzo Musetti
1-Oct-2025,Shanghai Masters,Hard,R32,Lorenzo Musetti,9,Luciano Darderi,29.0,7-5 7-6(1),Lorenzo Musetti
1-Oct-2025,Shanghai Masters,Hard,R64,Lorenzo Musetti,9,Francisco Comesana,62.0,6-4 6-0,Lorenzo Musetti
25-Sep-2025,Beijing,Hard,QF,Learner Tien,52.0,Lorenzo Musetti,9,4-6 6-3 3-0 RET,Lorenzo Musetti
25-Sep-2025,Beijing,Hard,R16,Lorenzo Musetti,9,Adrian Mannarino,60.0,6-3 6-3,Lorenzo Musetti
25-Sep-2025,Beijing,Hard,R32,Lorenzo Musetti,9,Giovanni Mpetshi Perricard,36.0,7-6(3) 6-7(4) 6-4,Lorenzo Musetti
17-Sep-2025,Chengdu,Hard,F,Alejandro Tabilo,112.0,Lorenzo Musetti,9,6-3 2-6 7-6(5),Lorenzo Musetti
17-Sep-2025,Chengdu,Hard,SF,Lorenzo Musetti,9,Alexander Shevchenko,96.0,6-3 6-1,Lorenzo Musetti
17-Sep-2025,Chengdu,Hard,QF,Lorenzo Musetti,9,Nikoloz Basilashvili,114.0,6-3 6-3,Lorenzo Musetti
17-Sep-2025,Chengdu,Hard,R16,Lorenzo Musetti,9,(NG)Dino Prizmic,121.0,7-5 3-6 6-2,Lorenzo Musetti
25-Aug-2025,US Open,Hard,QF,Jannik Sinner,1.0,Lorenzo Musetti,10,6-1 6-4 6-2,Lorenzo Musetti
25-Aug-2025,US Open,Hard,R16,Lorenzo Musetti,10,Jaume Munar,44.0,6-3 6-0 6-1,Lorenzo Musetti
25-Aug-2025,US Open,Hard,R32,Lorenzo Musetti,10,Flavio Cobolli,26.0,6-3 6-2 2-0 RET,Lorenzo Musetti
25-Aug-2025,US Open,Hard,R64,Lorenzo Musetti,10,David Goffin,80.0,6-4 6-0 6-2,Lorenzo Musetti
25-Aug-2025,US Open,Hard,R128,Lorenzo Musetti,10,Giovanni Mpetshi Perricard,37.0,6-7(3) 6-3 6-4 6-4,Lorenzo Musetti
7-Aug-2025,Cincinnati Masters,Hard,R64,Benjamin Bonzi,63.0,Lorenzo Musetti,10,5-7 6-4 7-6(4),Lorenzo Musetti
27-Jul-2025,Canada Masters,Hard,R32,Alex Michelsen,34.0,Lorenzo Musetti,10,3-6 7-6(4) 6-4,Lorenzo Musetti
27-Jul-2025,Canada Masters,Hard,R64,Lorenzo Musetti,10,James Duckworth,106.0,7-5 6-1,Lorenzo Musetti
21-Jul-2025,Washington,Hard,R32,Cameron Norrie,41.0,Lorenzo Musetti,7,3-6 6-2 6-3,Lorenzo Musetti
30-Jun-2025,Wimbledon,Grass,R128,Nikoloz Basilashvili,126.0,Lorenzo Musetti,7,6-2 4-6 7-5 6-1,Lorenzo Musetti
26-May-2025,Roland Garros,Clay,SF,Carlos Alcaraz,2.0,Lorenzo Musetti,7,4-6 7-6(3) 6-0 2-0 RET,Lorenzo Musetti
26-May-2025,Roland Garros,Clay,QF,Lorenzo Musetti,7,Frances Tiafoe,16.0,6-2 4-6 7-5 6-2,Lorenzo Musetti
26-May-2025,Roland Garros,Clay,R16,Lorenzo Musetti,7,Holger Rune,10.0,7-5 3-6 6-3 6-2,Lorenzo Musetti
26-May-2025,Roland Garros,Clay,R32,Lorenzo Musetti,7,Mariano Navone,97.0,4-6 6-4 6-3 6-2,Lorenzo Musetti
26-May-2025,Roland Garros,Clay,R64,Lorenzo Musetti,7,Daniel Elahi Galan,122.0,6-4 6-0 6-4,Lorenzo Musetti
26-May-2025,Roland Garros,Clay,R128,Lorenzo Musetti,7,Yannick Hanfmann,142.0,7-5 6-2 6-0,Lorenzo Musetti
7-May-2025,Rome Masters,Clay,SF,Carlos Alcaraz,3.0,Lorenzo Musetti,9,6-3 7-6(4),Lorenzo Musetti
7-May-2025,Rome Masters,Clay,QF,Lorenzo Musetti,9,Alexander Zverev,2.0,7-6(1) 6-4,Lorenzo Musetti
7-May-2025,Rome Masters,Clay,R16,Lorenzo Musetti,9,Daniil Medvedev,11.0,7-5 6-4,Lorenzo Musetti
7-May-2025,Rome Masters,Clay,R32,Lorenzo Musetti,9,Brandon Nakashima,29.0,6-4 6-3,Lorenzo Musetti
7-May-2025,Rome Masters,Clay,R64,Lorenzo Musetti,9,Otto Virtanen,130.0,6-3 6-2,Lorenzo Musetti
23-Apr-2025,Madrid Masters,Clay,SF,Jack Draper,6.0,Lorenzo Musetti,11,6-3 7-6(4),Lorenzo Musetti
23-Apr-2025,Madrid Masters,Clay,QF,Lorenzo Musetti,11,Gabriel Diallo,78.0,6-4 6-3,Lorenzo Musetti
23-Apr-2025,Madrid Masters,Clay,R16,Lorenzo Musetti,11,Alex De Minaur,7.0,6-4 6-2,Lorenzo Musetti
23-Apr-2025,Madrid Masters,Clay,R32,Lorenzo Musetti,11,Stefanos Tsitsipas,18.0,7-5 7-6(3),Lorenzo Musetti
23-Apr-2025,Madrid Masters,Clay,R64,Lorenzo Musetti,11,Tomas Martin Etcheverry,51.0,7-6(3) 6-2,Lorenzo Musetti
5-Apr-2026,Monte-Carlo,Clay,R16,De Minaur,6,Alexander Blockx,91.0,7-5 7-6(4),Alex De Minaur
5-Apr-2026,Monte-Carlo,Clay,R32,De Minaur,6,Cameron Norrie,24.0,7-6(5) 2-6 6-2,Alex De Minaur
18-Mar-2026,Miami Masters,Hard,R64,Stefanos Tsitsipas,51.0,De Minaur,6,6-3 7-6(3),Alex De Minaur
4-Mar-2026,Indian Wells Masters,Hard,R32,Cameron Norrie,29.0,De Minaur,6,6-4 6-4,Alex De Minaur
4-Mar-2026,Indian Wells Masters,Hard,R64,De Minaur,6,Sebastian Korda,37.0,4-6 6-4 6-4,Alex De Minaur
23-Feb-2026,Acapulco,Hard,R32,Patrick Kypson,103.0,De Minaur,6,6-1 6-7(4) 7-6(4),Alex De Minaur
9-Feb-2026,Rotterdam,Hard,F,De Minaur,8,Felix Auger Aliassime,6.0,6-3 6-2,Alex De Minaur
9-Feb-2026,Rotterdam,Hard,SF,De Minaur,8,Ugo Humbert,36.0,6-4 6-3,Alex De Minaur
9-Feb-2026,Rotterdam,Hard,QF,De Minaur,8,Botic Van De Zandschulp,65.0,3-6 7-6(4) 7-5,Alex De Minaur
9-Feb-2026,Rotterdam,Hard,R16,De Minaur,8,Stan Wawrinka,106.0,6-4 6-2,Alex De Minaur
9-Feb-2026,Rotterdam,Hard,R32,De Minaur,8,Arthur Fils,42.0,7-6(3) 6-2,Alex De Minaur
19-Jan-2026,Australian Open,Hard,QF,Carlos Alcaraz,1.0,De Minaur,6,7-5 6-2 6-1,Alex De Minaur
19-Jan-2026,Australian Open,Hard,R16,De Minaur,6,Alexander Bublik,10.0,6-4 6-1 6-1,Alex De Minaur
19-Jan-2026,Australian Open,Hard,R32,De Minaur,6,Frances Tiafoe,34.0,6-3 6-4 7-5,Alex De Minaur
19-Jan-2026,Australian Open,Hard,R64,De Minaur,6,Hamad Medjedovic,90.0,6-7(5) 6-2 6-2 6-1,Alex De Minaur
19-Jan-2026,Australian Open,Hard,R128,De Minaur,6,Mackenzie Mcdonald,113.0,6-2 6-2 6-3,Alex De Minaur
5-Jan-2026,United Cup,Hard,QF,De Minaur,6,Hubert Hurkacz,83.0,6-4 4-6 6-4,Alex De Minaur
5-Jan-2026,United Cup,Hard,RR,De Minaur,6,Jakub Mensik,18.0,6-4 6-1,Alex De Minaur
5-Jan-2026,United Cup,Hard,RR,Casper Ruud,12.0,De Minaur,6,6-3 6-3,Alex De Minaur
9-Nov-2025,Tour Finals,Hard,SF,Jannik Sinner,2.0,De Minaur,7,7-5 6-2,Alex De Minaur
9-Nov-2025,Tour Finals,Hard,RR,Carlos Alcaraz,1.0,De Minaur,7,7-6(5) 6-2,Alex De Minaur
9-Nov-2025,Tour Finals,Hard,RR,Lorenzo Musetti,9.0,De Minaur,7,7-5 3-6 7-5,Alex De Minaur
9-Nov-2025,Tour Finals,Hard,RR,De Minaur,7,Taylor Fritz,6.0,7-6(3) 6-3,Alex De Minaur
27-Oct-2025,Paris Masters,Hard,QF,Alexander Bublik,16.0,De Minaur,6,6-7(5) 6-4 7-5,Alex De Minaur
27-Oct-2025,Paris Masters,Hard,R16,De Minaur,6,Karen Khachanov,14.0,6-2 6-2,Alex De Minaur
27-Oct-2025,Paris Masters,Hard,R32,De Minaur,6,Gabriel Diallo,42.0,7-6(8) 4-6 6-3,Alex De Minaur
20-Oct-2025,Vienna,Hard,SF,Jannik Sinner,2.0,De Minaur,7,6-3 6-4,Alex De Minaur
20-Oct-2025,Vienna,Hard,QF,De Minaur,7,Matteo Berrettini,59.0,6-1 7-6(4),Alex De Minaur
20-Oct-2025,Vienna,Hard,R16,De Minaur,7,Filip Misolic,95.0,6-4 6-4,Alex De Minaur
20-Oct-2025,Vienna,Hard,R32,De Minaur,7,Jurij Rodionov,154.0,6-4 6-1,Alex De Minaur
1-Oct-2025,Shanghai Masters,Hard,QF,Daniil Medvedev,18.0,De Minaur,7,6-4 6-4,Alex De Minaur
1-Oct-2025,Shanghai Masters,Hard,R16,De Minaur,7,Nuno Borges,51.0,7-5 6-2,Alex De Minaur
1-Oct-2025,Shanghai Masters,Hard,R32,De Minaur,7,Kamil Majchrzak,66.0,6-1 7-5,Alex De Minaur
1-Oct-2025,Shanghai Masters,Hard,R64,De Minaur,7,Camilo Ugo Carabelli,45.0,6-4 6-2,Alex De Minaur
25-Sep-2025,Beijing,Hard,SF,Jannik Sinner,2.0,De Minaur,8,6-3 4-6 6-2,Alex De Minaur
25-Sep-2025,Beijing,Hard,QF,De Minaur,8,Jakub Mensik,19.0,4-1 RET,Alex De Minaur
25-Sep-2025,Beijing,Hard,R16,De Minaur,8,Arthur Rinderknech,54.0,6-3 3-6 7-6(2),Alex De Minaur
25-Sep-2025,Beijing,Hard,R32,De Minaur,8,Bu Yunchaokete,89.0,6-4 6-0,Alex De Minaur
19-Sep-2025,Laver Cup,Hard,RR,De Minaur,8,Alexander Zverev,3.0,6-1 6-4,Alex De Minaur
19-Sep-2025,Laver Cup,Hard,RR,De Minaur,8,Jakub Mensik,17.0,6-3 6-4,Alex De Minaur
13-Sep-2025,Davis Cup QLS R2: AUS vs BEL,Hard,RR,Raphael Collignon,91.0,De Minaur,8,7-5 3-6 6-3,Alex De Minaur
13-Sep-2025,Davis Cup QLS R2: AUS vs BEL,Hard,RR,De Minaur,8,Zizou Bergs,46.0,6-2 7-5,Alex De Minaur
25-Aug-2025,US Open,Hard,QF,Felix Auger Aliassime,27.0,De Minaur,8,4-6 7-6(7) 7-5 7-6(4),Alex De Minaur
25-Aug-2025,US Open,Hard,R16,De Minaur,8,Leandro Riedi,435.0,6-3 6-2 6-1,Alex De Minaur
25-Aug-2025,US Open,Hard,R32,De Minaur,8,Daniel Altmaier,56.0,6-7(7) 6-3 6-4 2-0 RET,Alex De Minaur
25-Aug-2025,US Open,Hard,R64,De Minaur,8,Shintaro Mochizuki,112.0,6-2 6-4 6-2,Alex De Minaur
25-Aug-2025,US Open,Hard,R128,De Minaur,8,Christopher Oconnell,81.0,6-3 6-4 6-4,Alex De Minaur
7-Aug-2025,Cincinnati Masters,Hard,R64,Reilly Opelka,73.0,De Minaur,8,7-6(6) 6-4,Alex De Minaur
27-Jul-2025,Canada Masters,Hard,QF,Ben Shelton,7.0,De Minaur,8,6-3 6-4,Alex De Minaur
27-Jul-2025,Canada Masters,Hard,R16,De Minaur,8,Frances Tiafoe,12.0,6-2 4-6 6-4,Alex De Minaur
27-Jul-2025,Canada Masters,Hard,R32,De Minaur,8,Christopher Oconnell,78.0,W/O,Alex De Minaur
27-Jul-2025,Canada Masters,Hard,R64,De Minaur,8,Francisco Comesana,71.0,6-4 6-2,Alex De Minaur
21-Jul-2025,Washington,Hard,F,De Minaur,13,Alejandro Davidovich Fokina,26.0,5-7 6-1 7-6(3),Alex De Minaur
21-Jul-2025,Washington,Hard,SF,De Minaur,13,Corentin Moutet,59.0,6-4 6-3,Alex De Minaur
21-Jul-2025,Washington,Hard,QF,De Minaur,13,Brandon Nakashima,32.0,6-4 6-4,Alex De Minaur
21-Jul-2025,Washington,Hard,R16,De Minaur,13,Jiri Lehecka,25.0,7-6(4) 6-7(6) 6-4,Alex De Minaur
21-Jul-2025,Washington,Hard,R32,De Minaur,13,Bu Yunchaokete,75.0,7-6(5) 6-2,Alex De Minaur
30-Jun-2025,Wimbledon,Grass,R16,Novak Djokovic,6.0,De Minaur,11,1-6 6-4 6-4 6-4,Alex De Minaur
30-Jun-2025,Wimbledon,Grass,R32,De Minaur,11,August Holmgren,192.0,6-4 7-6(5) 6-3,Alex De Minaur
30-Jun-2025,Wimbledon,Grass,R64,De Minaur,11,Arthur Cazaux,115.0,4-6 6-2 6-4 6-0,Alex De Minaur
30-Jun-2025,Wimbledon,Grass,R128,De Minaur,11,Roberto Carballes Baena,74.0,6-2 6-2 7-6(2),Alex De Minaur
